predictors_amp_n_ 1,predictors_amp_n_ 2,predictors_amp_n_ 3,predictors_amp_n_ 4,predictors_amp_n_ 5,predictors_amp_n_ 6,predictors_amp_n_ 7,predictors_amp_n_ 8,predictors_amp_n_ 9,predictors_amp_n_10,predictors_amp_n_11,predictors_amp_n_12,predictors_amp_n_13,predictors_amp_n_14,predictors_amp_n_15,predictors_amp_n_16,predictors_amp_n_17,predictors_amp_n_18,predictors_amp_n_19,predictors_amp_n_20,Var2
1,0,0.031484,2.1854,0.0035655,0.00078555,99.994,0.00071273,5.5536,1.0903,2.2437,0.037206,0.008235,0.023962,0.000523,2.7745,0,0,68.488,13,3.6474
2,0,0.60181,1.2731,0.0080653,0.0021277,99.999,0.00026309,16.106,2.1465,5.6088,0.03721,0.057928,0.061379,0.0025439,3.5756,0,0,52.487,13,200
3,0,0.44229,1.3461,0.0018938,0.0017365,99.988,0.0010842,5.0299,0.42746,2.5024,0.049718,0.016623,0.018576,0.0010891,4.5301,0,0,44.063,13,111.53
4,0,0.44229,2.0145,0.011059,0.0016505,99.996,0.00043099,8.3632,0.66786,5.6292,0.024821,0.019444,0.03256,0.0020571,10.06,0,0,52.938,13,128.98
5,0,0.62958,20.275,0.20177,0.0034017,100,0.00017069,51.994,2.0097,33.155,0.1751,0.036133,0.6419,0.06575,28.656,0,0,53.434,13,200
6,0,5.0678,51.331,0.013382,0.016428,99.999,0.0037983,28.888,0.86336,9.2801,0.055786,0.013936,0.069463,0.010354,18.292,0,0,53.173,13,8.9464
7,0,1.414,2.7217,0.00097186,0.0011993,99.998,0.0055608,9.781,1.1222,1.4163,0.097724,0.015878,0.031324,0.002971,11.723,0,0,48.988,13,200
8,0,0.4922,1.7119,0.00097443,0.00053745,99.952,0.0041714,5.5615,0.34014,0.97844,0.0075552,0.0080418,0.0081723,0.00026751,2.0379,0,0,50.636,13,108.73
9,0,0.4219,37.429,0.35042,0.0015142,99.963,0.0040912,31.17,0.78186,5.2918,0.08436,0.020514,0.046026,0.0064813,7.7248,0,0,39.025,13,0
10,0,63.994,1.2298,0.0023046,0.0052628,100,0.0014665,10.792,1.6293,5.6369,0.01418,0.058911,0.14722,0.00056436,1.8486,0,0,44.339,13,200
11,0,7.8691,4.1306,0.10913,0.00086355,99.955,0.0082675,6.4164,0.49487,1.8317,0.0092309,0.023975,0.031791,0.00046801,6.564,0,0,57.767,13,106.79
12,0,7.5573,4.8003,0.030705,0.010552,99.984,0.00022271,7.2077,0.46661,8.99,0.014616,0.022643,0.032752,0.0035399,20.841,0,0,54.395,13,120.34
13,0,2.1167,11.015,0.24758,0.00026071,99.98,0.0018623,58.924,8.7323,8.6133,0.015154,0.030144,0.3958,0.00048587,1.0936,0,0,26.203,13,0
14,0,0.60738,0.62913,0.0086575,0.00071599,100,0.00071554,4.4363,0.71637,1.7887,0.011526,0.041326,0.062512,0.00045847,2.2226,0,0,23.227,13,200
15,0,2.2853,0.66749,0.0064095,0.00077559,100,0.00014146,5.2494,2.069,2.769,0.024489,0.1482,0.32547,0.00075578,17.28,0,0,42.54,13,200
16,0,2.1711,8.1063,0.0052637,0.013244,99.967,0.00011332,6.4026,3.1834,2.0483,0.66971,0.17607,0.25631,0.039549,93.747,0,0,60.351,13,128.15
17,0,64.261,99.991,28.414,2.4755,99.999,0.00030115,70.138,6.3762,6.2014,0.22704,0.69066,95.074,99.997,85.681,0,0,77.31,13,200
18,0,98.556,1.1263,0.23564,0.0073272,99.999,0.00072167,9.308,3.6742,11.478,0.31261,0.080822,99.558,0.060771,6.1784,0,0,69.87,13,197.81
19,0,14.966,2.8127,0.187,0.002388,99.901,0.001777,5.151,16.182,0.94591,0.7201,0.050756,53.857,0.003989,32.557,0,0,88.241,13,111.81
20,0,11.102,0.72635,0.0022028,0.00054985,99.953,0.0020631,3.977,3.3905,1.1385,0.015556,0.0056162,13.746,8.77E-05,0.49268,0,0,71.428,13,0
21,0,0.99796,97.286,1.7157,0.008,99.846,0.041874,68.627,10.885,18.223,4.9749,0.034239,1.6554,0.1361,7.3763,0,0,71.643,13,0
22,0,1.3038,18.662,0.0053152,0.0019043,99.594,0.011402,26.444,0.39814,4.8113,0.037758,0.0094004,0.041206,0.00029482,0.21502,0,0,64.402,13,113.81
23,0,32.236,1.8925,0.010494,0.46634,100,0.001157,24.807,2.1239,8.4784,0.012042,1.0317,2.3309,0.0097879,9.2086,0,0,62.353,13,200
24,0,0.72301,16.444,0.0062263,0.0009978,100,0.0044418,42.108,1.4909,1.4922,0.044733,0.19623,0.10702,0.00058525,4.2397,0,0,26.844,13,200
25,0,1.166,29.561,0.047097,0.0029502,99.999,0.00011915,57.79,11.345,6.2251,0.055405,0.096016,9.7611,0.00039845,0.70664,0,0,47.063,13,0
26,0,0.66247,1.7007,0.036783,0.002567,100,0.00014661,34.296,1.1527,3.2203,0.031983,0.056902,0.62904,0.00072666,21.844,0,0,26.709,13,200
27,0,3.2633,2.2252,0.0083076,0.00046115,100,0.00010118,47.831,7.0262,2.7849,0.018589,0.057535,0.60054,0.00030754,4.7661,0,0,25.639,13,195.7
28,0,6.87,11.615,0.025407,0.0062078,100,0.00054709,68.08,1.0844,7.9592,0.13201,0.057285,0.7909,0.003096,8.4979,0,0,35.141,13,200
29,0,0.31815,94.851,0.2555,0.0008214,100,0.0095233,82.222,3.3382,2.7556,0.022638,0.081874,7.7802,0.00025287,2.0255,0,0,31.921,13,200
30,0,3.4607,14.531,0.052948,0.0010605,100,0.0030902,32.512,0.85142,6.61,0.0047838,0.037361,0.20143,0.00034356,3.1499,0,0,31.566,13,200
31,0,0.21606,15.012,0.0090465,0.00037738,99.996,0.0059565,30.972,0.35092,1.7571,0.014003,0.018793,0.011763,0.0001441,0.33243,0,0,20.574,13,168.89
32,0,0.28051,6.2691,0.0044148,0.00036115,99.995,0.0062374,26.421,0.3561,1.5417,0.0050261,0.0095013,0.0080702,0.0001228,0.24128,0,0,21.541,13,189.7
33,0,0.089347,2.2143,0.015194,0.00063504,99.995,0.00075656,6.2302,1.3856,3.4768,0.024299,0.0081011,0.043581,0.00064584,2.2366,0,0,63.151,13,0
34,0,0.24695,0.41202,0.0097291,0.0012789,99.998,0.00010392,7.2473,2.2623,4.8641,0.043867,0.035594,0.042621,0.0025003,6.4336,0,0,54.343,13,200
35,0,0.26429,3.7775,0.0028975,0.0017062,99.989,0.0036392,10.743,0.23775,2.1012,0.045058,0.01618,0.010386,0.0012056,3.8829,0,0,47.995,13,196.71
36,0,0.44352,6.0504,0.011132,0.0012866,99.997,0.0015529,9.5038,0.68971,5.7446,0.023128,0.036536,0.032456,0.001666,7.0739,0,0,57.447,13,0
37,0,0.31398,88.369,0.29057,0.0017162,100,0.024153,79.322,5.3094,30.226,1.0831,0.096736,6.5558,0.059593,85.156,0,0,68.331,13,200
38,0,0.97664,8.743,0.01085,0.00087711,99.96,0.0063046,24.468,1.0008,4.2446,0.030143,0.017642,0.09454,0.0020294,3.0118,0,0,40.975,13,101.67
39,0,1.3676,3.3595,0.011904,0.002046,99.997,0.0025362,9.5063,0.73026,4.3444,0.14449,0.024842,0.017908,0.0091776,11.107,0,0,58.419,13,200
40,0,0.86164,2.0159,0.0026669,0.0007089,99.889,0.0026515,11.434,0.52363,1.3847,0.015132,0.011658,0.010005,0.00092261,10.47,0,0,42.006,13,188.15
41,0,1.7832,99.859,1.1796,0.0033129,100,0.049002,75.905,2.7811,4.6327,0.20181,0.10155,1.5209,0.043187,10.136,0,0,60.689,13,1.3357
42,0,1.9709,42.276,0.077235,0.0032283,99.951,0.063818,19.811,0.68955,2.827,0.48371,0.018021,0.025017,0.01282,67.413,0,0,44.181,13,200
43,0,1.7405,23.992,0.49821,0.0036233,99.891,0.0066442,86.133,0.46025,18.133,0.06639,0.013843,0.016621,0.0071732,12.348,0,0,34.775,13,183.21
44,0,1.521,3.0668,0.053962,0.0013183,99.978,0.018657,7.3785,0.59008,0.82685,0.025923,0.016732,11.242,0.0063615,24.045,0,0,56.005,13,179.61
45,0,17.844,1.3613,11.57,0.037897,100,0.00036256,5.0667,11.741,9.0465,0.0015813,0.44525,51.148,0.31213,11.72,0,0,72.519,13,187.09
46,0,11.385,11.075,0.70336,0.0038894,99.999,0.0018662,59.673,10.811,21.64,0.013358,0.037878,70.658,0.00017813,1.8302,0,0,40.333,13,200
47,0,0.3304,1.4955,0.0014508,0.00031924,99.985,0.00041548,3.5764,0.56109,0.75284,0.052687,0.010514,0.025427,0.00050223,2.4814,0,0,29.916,13,200
48,0,0.34302,3.2733,0.0025881,0.0016349,99.984,0.00016671,4.27,0.3913,1.3187,0.068265,0.015581,0.0069226,0.013689,49.127,0,0,53.65,13,198.04
49,0,0.91733,2.0447,0.059935,0.0018815,99.965,0.0077395,5.4202,3.1711,5.3797,0.30234,0.018368,0.25371,0.0046095,35.664,0,0,56.099,13,200
50,0,31.37,93.001,0.24541,0.22581,100,0.0030483,93.293,3.4103,3.4855,1.4089,0.078665,1.2844,89.275,92.756,0,0,66.649,13,200
51,0,99.173,62.592,0.19808,0.008123,99.982,0.01671,18.12,23.824,3.2299,0.98189,0.22565,35.679,0.019927,50.237,0,0,90.553,13,189.65
52,0,72.558,5.3089,0.33898,0.0016533,99.986,0.0002346,14.943,3.49,15.721,1.1788,0.011287,21.501,0.16141,62.082,0,0,89.062,13,0
53,0,3.473,0.63854,0.0015542,0.00067686,99.976,0.0022663,3.9347,0.98369,2.4482,0.014355,0.0047228,6.4024,0.00010926,0.4948,0,0,56.801,13,0
54,0,1.7471,99.857,2.5583,0.13133,100,0.1514,97.875,20.71,27.505,4.6092,1.1776,0.80089,74.643,77.606,0,0,89.915,13,16.135
55,0,0.64036,11.752,0.0095967,0.0007046,99.883,0.0085829,38.514,1.9412,1.9112,0.011318,0.051917,5.1775,0.00018694,0.11211,0,0,49.585,13,200
56,0,0.23587,45.162,0.0081352,0.009477,99.942,0.016071,48.061,0.91006,1.9532,0.35401,0.0096578,0.029834,0.04235,6.0588,0,0,56.471,13,200
57,0,0.72301,26.724,0.0062263,0.00061946,100,0.0046253,42.108,1.4252,1.2595,0.065133,0.19623,0.10701,0.00034515,4.2397,0,0,47.144,13,0
58,0,19,88.857,0.34981,0.010495,99.993,0.023073,48.159,2.8435,2.5103,0.36224,0.33745,0.055583,0.0055671,0.86501,0,0,82.523,13,200
59,0,1.0111,13.293,0.12193,0.00019829,99.955,0.0003827,38.647,1.2376,3.7045,0.01563,0.0068897,0.18335,0.00012421,0.18046,0,0,36.297,13,154.79
60,0,0.5822,14.759,0.0077734,0.0015095,100,0.0012435,36.675,3.3743,1.7389,0.01942,0.03809,0.094142,0.00078066,3.1544,0,0,26.073,13,200
61,0,1.4313,22.347,0.0068799,0.00069278,99.999,0.000906,33.001,0.589,3.0791,0.039127,0.028701,0.55433,0.001381,2.0388,0,0,24.648,13,200
62,0,2.621,15.134,0.01253,0.011952,100,0.0015278,47.576,2.129,3.1938,0.25507,0.48938,0.50042,5.3197,53.47,0,0,35.685,13,200
63,0,0.31815,94.846,0.41579,0.00053337,100,0.0095233,82.23,3.3382,2.7555,0.029985,0.058691,0.77012,0.00025287,1.3097,0,0,23.184,13,136.67
64,0,1.2457,14.528,0.015187,0.0010287,100,0.00309,52.106,0.79899,5.3959,0.0048299,0.030753,0.08698,0.00031128,4.6315,0,0,32.258,13,182.12
