predictors_amp_n_ 1,predictors_amp_n_ 2,predictors_amp_n_ 3,predictors_amp_n_ 4,predictors_amp_n_ 5,predictors_amp_n_ 6,predictors_amp_n_ 7,predictors_amp_n_ 8,predictors_amp_n_ 9,predictors_amp_n_10,predictors_amp_n_11,predictors_amp_n_12,predictors_amp_n_13,predictors_amp_n_14,predictors_amp_n_15,predictors_amp_n_16,predictors_amp_n_17,predictors_amp_n_18,predictors_amp_n_19,predictors_amp_n_20,Var2
45,0,0.00085286,82.168,0.92449,98.195,100,0.22871,0.11474,5.878,0.084313,0.0020891,99.882,0.14208,98.207,0.51037,0,0,4.3594,5,112.8
46,0,0.00019323,28.508,99.695,0.040866,100,0.055145,0.043429,5.8788,0.42307,0.011511,91.826,2.3107,99.918,20.918,0,0,0.29653,5,184.77
47,0,0.00013324,3.295,1.6259,0.0063311,100,0.088381,0.033063,0.18657,0.14726,0.46857,0.058578,4.5125,0.014617,1.0967,0,0,0.66847,5,174.34
48,0,0.0025165,16.194,4.441,84.416,100,0.016026,0.020053,7.8828,0.081473,0.022556,96.979,0.064497,47.3,2.1251,0,0,1.4742,5,150
49,0,0.0012966,15.222,0.0091508,0.011913,99.971,0.033548,0.029791,9.0509,0.024895,0.043232,0.12947,0.65721,2.2278,0.40091,0,0,0.19602,5,189.25
50,0,0.00088862,51.478,99.208,0.017431,99.997,0.016122,0.15657,0.68274,0.82873,0.0018999,0.091401,0.19368,0.015719,0.06734,0,0,0.75187,5,183.34
51,0,0.00066749,57.813,1.1108,0.048501,99.999,0.11028,0.022991,13.176,0.05845,0.056493,2.0344,18.602,0.058667,1.2799,0,0,0.12862,5,7.0393
52,0,0.020265,7.0091,2.277,57.244,99.999,0.053602,0.027643,7.8264,0.01642,0.060006,99.733,1.1416,5.1774,0.6542,0,0,0.56187,5,0
53,0,0.0044247,2.8293,34.796,36.321,99.996,0.10807,0.0044084,6.7356,0.11595,0.027995,65.729,3.2979,61.84,7.4705,0,0,0.77751,5,169.37
54,0,1.01E-05,94.728,41.86,0.016113,100,3.9722,0.26339,16.048,0.00045214,0.086371,15.355,10.285,95.455,0.5785,0,0,0.082692,5,169.84
55,0,0.0004897,2.256,1.559,0.02294,100,0.011606,0.0047514,2.83,0.53694,0.17143,0.16308,2.1742,3.1837,1.0165,0,0,0.21599,5,77.102
56,0,0.00087175,7.9335,0.056858,0.019007,100,0.026079,0.0073656,1.5879,0.098404,0.0098558,2.0785,1.6915,0.50859,1.2229,0,0,0.16033,5,37.75
57,0,0.0024479,3.766,0.067213,0.027641,99.999,0.039581,0.018479,3.072,0.09912,0.018879,2.9571,2.9468,7.1023,2.6231,0,0,0.16206,5,6.7984
58,0,0.0015822,0.99556,0.020124,0.0075603,99.993,0.0011298,0.0063199,0.14986,0.019887,0.10166,0.012394,0.27808,0.0015968,0.046867,0,0,0.12379,5,184.41
59,0,0.0015657,37.39,8.6728,0.011479,99.999,0.089402,0.03764,2.3584,0.023443,0.051237,5.1069,4.6846,0.27494,2.0092,0,0,0.13542,5,188.23
60,0,0.001201,44.895,24.955,59.852,100,0.09888,0.01441,2.3167,0.23537,0.008202,89.957,0.25895,63.876,0.80258,0,0,1.4516,5,8.5641
61,0,0.013556,7.8374,29.147,0.0048121,100,0.0077501,0.0070723,2.1189,9.6507,0.046343,0.18666,0.13971,0.16451,0.39707,0,0,9.6101,5,197.17
62,0,0.011214,0.75464,0.42527,0.0079795,99.982,0.00074976,0.0087443,0.19518,0.072688,0.0025056,0.38253,0.5952,0.35591,0.42349,0,0,0.26796,5,189.24
63,0,6.57E-05,86.091,19.042,0.0015919,99.994,0.043279,3.8606,2.3835,0.00034665,6.1955,0.088145,2.0205,0.011364,2.1825,0,0,0.048191,5,106.67
64,0,0.0013208,92.643,0.047043,0.055351,99.999,0.20493,1.0958,31.005,0.040365,1.1908,0.29942,3.5963,0.070547,0.44218,0,0,0.051959,5,169.95
1,0,0.00040912,3.4322,0.0083328,1.58E-05,99.756,0.62404,10.884,0.31936,0.013204,0.011931,0.0046628,0.21045,0.00027559,0.061695,0,0,1.0694,6,0
2,0,0.00012072,63.569,0.030319,0.030618,96.766,6.507,9.8188,0.067512,0.0166,0.020009,19.491,0.46148,0.97288,0.47105,0,0,4.0977,6,168.82
3,0,0.00033498,7.1409,0.021199,3.93E-05,99.944,0.37674,6.1786,0.29813,0.014439,0.0033286,0.0035911,0.56978,0.0004891,0.094529,0,0,4.2555,6,135.56
4,0,0.00021071,1.4279,0.002555,2.06E-05,9.49E-07,3.6754,4.1714,0.50894,0.0052651,0.00095688,0.0054101,0.15402,0.00024647,0.12463,0,0,0.034224,6,161.76
5,0,0.23756,54.265,7.9447,0.0003146,100,4.8471,21.491,0.97458,0.40839,0.0081861,0.0028492,0.022353,0.0011231,10.918,0,0,7.7778,6,175.99
6,0,0.010331,3.4997,0.048861,0.00011933,100,0.51942,6.457,0.32657,0.078953,0.008268,3.0589,0.36544,0.00033865,0.39517,0,0,4.2934,6,0
7,0,0.0028315,2.4487,0.13828,3.62E-05,99.998,0.17871,4.0117,0.26773,0.048273,0.0029793,0.0058473,0.11744,0.00054726,0.070967,0,0,2.2633,6,167.31
8,0,0.0048478,9.8069,0.023369,0.043578,100,0.086112,6.3857,1.4714,0.033827,0.0016763,84.813,0.10489,3.9697,0.73722,0,0,0.59425,6,150
9,0,0.53604,84.288,0.040642,4.26E-05,99.995,0.24743,44.943,1.0566,0.13377,0.048168,0.0083574,0.21992,0.00039779,3.1261,0,0,0.71848,6,6.6586
10,0,0.0034155,17.611,0.01968,5.26E-05,99.999,84.683,6.1871,15.192,0.032969,0.0082364,0.0017465,1.1876,0.00031544,9.212,0,0,1.684,6,180.41
11,0,0.0044563,6.1614,0.18627,0.20348,99.996,0.14275,7.781,0.25693,0.040148,0.0015522,91.311,2.5835,6.577,0.062262,0,0,2.2243,6,7.7953
12,0,0.0019025,2.1977,0.009095,4.87E-05,99.989,0.1048,3.7434,1.2587,0.018789,0.0021238,0.0020715,0.24134,0.00022163,0.33444,0,0,0.7575,6,131.21
13,0,0.23267,63.631,0.077097,8.74E-06,99.998,0.47697,24.724,10.553,0.14098,0.033762,0.00081309,0.14323,0.0030079,82.369,0,0,2.4441,6,113.38
14,0,0.0069697,4.3947,0.0069075,3.35E-05,100,1.521,14.674,0.35121,0.055685,0.0029443,0.0025001,1.9962,0.0008352,0.53403,0,0,1.6024,6,183.42
15,0,0.004951,2.4489,0.0072245,7.87E-05,99.978,0.037601,6.8079,0.19456,0.027412,0.0012598,0.0015936,0.091036,0.0001497,0.070282,0,0,1.9267,6,146.63
16,0,0.0019489,9.138,0.020541,3.00E-05,99.991,0.21683,6.4581,1.9333,0.022272,0.0024197,0.0019925,0.45181,0.00017475,0.20947,0,0,0.92722,6,15.095
17,0,0.11083,49.71,0.021914,7.71E-06,100,0.29472,11.405,1.819,0.081585,0.0070651,0.0012121,0.098757,0.00025414,4.4073,0,0,1.3235,6,164.9
18,0,0.37968,41.94,0.066919,7.18E-05,100,0.14804,16,0.47396,0.34735,0.0072489,0.0064317,0.24422,0.0003226,0.12409,0,0,0.82974,6,180.8
19,0,0.0038297,2.5701,0.037518,2.59E-05,99.997,0.36077,5.888,1.4454,0.0655,0.0019532,0.0033541,0.13915,0.00019188,0.11997,0,0,0.86314,6,123.85
20,0,0.0014633,7.23,0.033534,2.94E-05,100,0.13739,6.2566,0.14044,0.043444,0.0009958,0.0026582,0.60248,0.0001988,0.072884,0,0,0.69362,6,69.45
21,0,0.0042394,84.029,0.045269,1.70E-05,99.999,0.23855,15.933,1.6026,0.079515,0.005667,0.0030439,0.16784,0.00082882,1.357,0,0,0.84317,6,130.03
22,0,0.00035419,36.841,0.33879,3.04E-05,99.993,0.038968,8.6555,0.48902,0.064077,0.0020141,0.0024551,0.25907,0.00024971,0.12824,0,0,0.55834,6,150
23,0,0.0020783,69.928,0.22134,0.001224,99.995,2.4673,10.244,81.812,0.029277,0.031469,7.3668,0.24623,0.040169,39.199,0,0,0.57629,6,179.6
24,0,0.095405,3.2717,0.026199,0.00036028,99.995,0.10756,8.7673,0.22179,0.073342,0.0057789,4.5778,0.2172,0.018113,0.61941,0,0,0.78089,6,176.23
25,0,0.079578,72.903,0.10694,1.49E-05,99.999,0.27818,41.267,1.9476,0.096897,0.0054507,0.0012162,0.075932,0.00063716,1.0544,0,0,0.54577,6,64.464
26,0,0.016333,8.4716,0.039629,0.00015755,99.999,0.033363,10.949,31.682,0.089944,0.010749,0.38878,27.662,0.0057716,6.3756,0,0,0.45553,6,182.95
27,0,0.058106,55.775,0.11707,0.0031566,99.985,2.5571,17.144,0.53505,0.083146,0.004715,0.44302,0.82663,0.0015339,5.2841,0,0,24.063,6,81.542
28,0,0.0045088,24.369,0.12112,0.00058968,99.998,0.19999,30.754,25.156,0.069685,0.038785,0.011958,8.4985,0.0013333,2.0746,0,0,1.0537,6,125.81
29,0,0.84786,85.862,0.14407,0.0093281,99.99,0.7415,63.76,8.9942,0.34767,0.034003,1.8288,0.31436,1.088,29.704,0,0,2.0389,6,187.58
30,0,0.0026899,2.1426,0.021267,3.45E-05,99.879,0.036472,9.3914,4.3179,0.12187,0.0078952,0.0014758,4.2228,0.00024997,1.3616,0,0,1.2977,6,133.75
31,0,0.0060952,27.833,0.043262,1.34E-05,99.995,0.19657,13.427,0.14642,0.10012,0.0017876,0.01284,0.28983,0.00064856,0.1723,0,0,1.2091,6,63.58
32,0,0.0010923,19.331,0.0050041,1.62E-05,100,0.0048519,16.922,0.59873,0.015763,0.0025367,0.0015819,0.18588,0.00028226,0.44154,0,0,1.1999,6,118.22
33,0,0.00040912,3.4322,0.0083328,1.58E-05,99.756,0.62404,10.884,0.31936,0.013204,0.011931,0.0046628,0.21045,0.00027559,0.061695,0,0,1.0694,6,71.997
34,0,0.00014954,3.136,3.6571,0.041783,99.786,0.6756,5.0683,38.76,0.094884,0.018872,19.492,2.0112,0.97383,99.513,0,0,15.448,6,172.57
35,0,0.0002421,89.069,0.1071,8.52E-05,99.998,0.26077,11.485,9.993,0.048553,0.006543,0.0033085,1.4726,0.00069778,4.7919,0,0,4.3531,6,113
36,0,0.000181,2.6025,0.019849,0.020356,99.995,0.67658,4.9796,0.70507,0.011272,0.0021218,34.691,0.16406,0.010542,0.093706,0,0,0.57415,6,167.16
37,0,9.64E-05,28.236,0.018392,0.0011584,5.8811,0.0014256,3.5614,3.5122,0.0071589,0.003891,0.39561,6.4336,0.0012125,0.033164,0,0,2.1895,6,179.02
38,0,0.23698,11.965,1.5751,8.33E-05,99.936,1.3397,20.985,0.4172,0.30277,0.011176,0.0012198,0.088158,0.00030588,3.719,0,0,9.9656,6,16.274
39,0,0.01728,12.432,0.25079,0.012634,99.998,0.51914,10.806,1.7066,0.072847,0.0063095,58.62,0.049609,0.57658,0.31309,0,0,4.3809,6,160.39
40,0,0.0041437,3.1792,1.06,9.03E-05,99.998,0.16553,5.9643,0.31721,0.070873,0.0029455,0.0087954,0.17411,0.0019507,0.13906,0,0,2.2502,6,126.37
41,0,0.0015773,46.51,0.1274,0.0015235,100,0.38214,9.5959,1.0839,0.024566,0.0025401,0.27372,3.3582,0.0037738,0.065031,0,0,1.3924,6,76.292
42,0,0.53604,53.651,0.040642,4.02E-05,99.739,0.24743,41.546,1.0424,0.066338,0.04805,0.0083264,0.21992,0.0003626,2.21,0,0,0.6126,6,175.98
43,0,0.0047612,17.323,0.030882,5.26E-05,99.999,84.683,6.1871,1.8447,0.032969,0.0082364,0.0017274,0.38959,0.00025505,0.85318,0,0,1.684,6,72.359
44,0,0.0044627,6.3004,0.18627,0.20348,99.993,0.14295,8.2576,0.25564,0.040148,0.0014475,91.311,2.6048,6.577,0.062262,0,0,1.5813,6,139.54
45,0,0.00074656,37.112,0.10037,0.002476,100,0.084555,10.969,1.2435,0.031191,0.026507,0.27873,1.273,0.0036478,0.080255,0,0,1.9685,6,111.55
46,0,0.0068394,99.056,8.5607,0.0033217,99.73,3.9384,14.559,6.9247,0.16266,0.12875,36.935,6.4891,26.833,3.9519,0,0,0.88463,6,175.51
47,0,0.02125,37.206,0.015546,5.93E-06,99.996,0.18461,9.8969,0.94878,0.071384,0.028423,0.0035752,0.47752,0.00063731,2.4967,0,0,0.9504,6,149.08
48,0,0.0015302,3.9161,0.049889,0.00013784,99.997,0.1575,6.4595,0.30808,0.018313,0.00145,0.0024301,0.58328,0.00013847,0.069955,0,0,1.9528,6,109.11
49,0,0.0019489,9.138,0.015017,3.00E-05,99.974,0.21683,6.4581,1.9333,0.022272,0.0024197,0.0017811,0.45181,0.00015879,0.20947,0,0,0.92722,6,175.43
50,0,0.00013512,1.7108,0.023455,0.0053348,98.909,0.011165,3.969,0.41341,0.046982,0.041967,0.42322,2.3406,0.0025088,0.0029138,0,0,0.32294,6,117.21
51,0,0.030903,31.684,0.023822,2.20E-05,99.97,0.075051,9.3582,0.58215,0.043016,0.0024321,0.0024792,0.23875,0.00048682,1.9168,0,0,1.2981,6,68.116
52,0,0.018631,3.4726,0.032203,6.87E-05,99.996,0.070781,6.5049,0.24391,0.056473,0.0011268,0.0053546,0.054237,0.00047009,0.046197,0,0,1.4328,6,60.597
53,0,0.001476,7.23,0.033534,2.79E-05,100,0.13739,6.2566,0.13719,0.043444,0.00086222,0.0026582,0.42009,0.00022005,0.072884,0,0,0.6883,6,116.6
54,0,0.004423,13.694,99.74,0.0024208,99.999,0.34991,7.8084,0.27624,0.074403,0.038042,7.2981,9.5021,0.00049723,5.5924,0,0,2.0828,6,147.88
55,0,0.0080983,87.368,0.045485,7.15E-05,99.986,0.23871,12.547,0.56675,0.079053,0.003851,0.0029465,1.3255,0.0011143,1.0139,0,0,1.3199,6,181.27
56,0,0.00077066,2.6087,0.014041,4.03E-05,99.972,0.01556,6.3878,0.45612,0.016097,0.0017576,0.0043583,0.35806,0.00031318,0.1013,0,0,0.92326,6,163.01
57,0,0.01208,3.1382,0.026041,6.67E-05,99.708,0.025974,10.298,0.27547,0.075731,0.011078,0.020525,0.44593,0.00022084,0.098403,0,0,1.0012,6,88.671
58,0,0.0025839,36.047,14.923,0.021621,99.996,0.040187,9.0297,0.18472,0.033459,0.028783,0.83829,8.4983,0.00086136,0.10418,0,0,2.8065,6,183.52
59,0,0.074056,76.408,0.10614,1.28E-05,99.998,0.27673,30.386,1.1451,0.088369,0.0010169,0.0021534,0.056777,0.00034304,0.85657,0,0,0.68961,6,120.51
60,0,0.0094013,1.5504,0.039561,9.82E-05,99.996,0.02638,10.949,31.606,0.090155,0.012596,0.0016445,27.483,0.0016902,6.2978,0,0,0.65054,6,117.77
61,0,0.0045088,24.506,0.12112,0.00058968,99.998,0.19999,30.754,25.192,0.069685,0.038785,0.011958,8.4985,0.0013333,2.0752,0,0,1.0537,6,180.46
62,0,0.21297,4.2041,88.303,0.020284,99.207,0.070173,18.757,0.77912,0.33726,0.15461,0.80718,1.6356,0.019658,10.584,0,0,2.6398,6,145.08
63,0,0.75945,51.117,0.056938,8.80E-06,99.99,0.036933,31.275,4.8855,0.20399,0.033966,0.0068901,0.97236,0.0014457,5.7813,0,0,0.43723,6,68.626
64,0,0.0020271,5.199,0.020523,3.07E-05,99.988,0.092515,10.723,2.4177,0.053051,0.0075704,0.0013709,2.9346,0.00023409,0.62777,0,0,1.4492,6,127.64
1,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,14.157
2,0,0.0082723,0.71089,0.0089779,0.9956,0.0012771,3.66E-05,0.011378,0.067973,0.012901,0.0005939,0.1159,0.19075,0.047635,0.021126,0,0,0.10336,7,166.79
3,0,0.0090067,0.46814,1.0714,0.0020809,0.12062,1.89E-07,0.0010798,0.089289,0.0039366,0.00012774,0.0090199,0.010427,0.034304,6.2815,0,0,0.00010997,7,17.699
4,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,121.71
5,0,58.182,18.037,0.091891,8.4521,99.697,0.12578,1.281,57.912,12.076,0.0072927,11.748,0.61401,0.43318,99.982,0,0,21.299,7,196.68
6,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,4.9068
7,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,124.15
8,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,43.508
9,0,7.89E-06,13.802,0.026388,0.0012877,53.628,9.76E-06,0.15284,4.9568,0.013068,0.00056309,0.019637,0.026362,0.0066187,37.908,0,0,0.18686,7,3.4125
10,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,193.25
11,0,1.59E-05,1.8965,0.013367,0.018634,0.90696,2.19E-07,0.0068866,3.1041,0.025001,0.0002275,0.0079961,0.054361,0.0013897,14.806,0,0,0.032277,7,23.865
12,0,0.00026173,2.9666,0.19492,0.001302,98.77,0.016968,0.11626,2.7767,0.17884,0.016359,2.5663,0.15563,0.017165,3.9121,0,0,46.861,7,30.394
13,0,0.00010147,5.7031,0.0011134,0.021637,9.4122,3.61E-07,0.14412,0.82355,0.016204,0.00053549,0.0067639,0.012037,0.00088258,1.0479,0,0,0.036106,7,148.4
14,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,198.56
15,0,0.00062217,0.74312,0.080045,0.016332,0.0002546,4.66E-05,0.22921,1.3529,0.017323,0.00026994,0.03049,0.03933,0.0067707,4.3723,0,0,0.085737,7,195.57
16,0,6.82E-05,0.61518,0.044549,0.0084538,7.2694,1.63E-07,0.029927,2.6676,0.010761,0.0016264,0.015273,0.025522,0.076526,55.423,0,0,0.20802,7,29.143
17,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,155.46
18,0,2.64E-05,3.7874,0.2032,0.012161,3.0716,0.00078087,0.014558,1.1209,0.011099,0.004507,0.010019,0.028418,0.0092355,27.516,0,0,0.99393,7,165.76
19,0,0.00020157,1.8529,0.099687,0.00075973,2.4623,3.89E-06,0.12956,1.6449,0.18769,0.0019188,0.17239,1.0313,0.0024597,3.4795,0,0,0.48389,7,11.004
20,0,0.00091357,7.4979,0.0073571,0.0061373,0.5658,0.00039544,0.050006,0.43143,0.044285,0.013035,0.012325,0.022296,0.091952,72.597,0,0,0.70928,7,0
21,0,2.63E-05,1.8687,0.053177,0.030013,0.028371,0.11365,1.2529,3.1786,0.023314,0.0030147,1.0101,0.036955,0.8194,7.5667,0,0,0.19851,7,105.06
22,0,4.33E-05,0.19711,0.0021945,0.0035019,0.42153,0.00060025,0.0088687,0.60583,0.0030464,0.00040806,0.016005,0.0050998,5.72E-05,1.2017,0,0,0.29499,7,54.724
23,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,196.87
24,0,9.28E-06,1.296,0.078748,0.056103,0.0523,7.11E-05,0.14698,0.015651,0.018426,0.00057136,0.014195,0.0032531,0.00050277,0.60695,0,0,0.052524,7,196.62
25,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,23.386
26,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,199.02
27,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,21.278
28,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,64.554
29,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,198.39
30,0,99.96,0.2361,0.043337,0.079822,0.027999,0.00016847,0.0326,2.046,9.1438,0.012747,0.0095977,0.021654,0.04775,16.835,0,0,3.0591,7,108.21
31,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,0
32,0,0.0081304,0.95309,0.0037686,0.21827,0.0044114,4.88E-05,0.094457,0.18179,0.032335,0.0037547,0.064632,0.21299,0.043413,4.6497,0,0,0.62126,7,3.837
33,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,9.0789
34,0,0.25725,0.26227,2.675,0.019272,0.0012924,1.57E-06,0.050005,0.086079,2.5792,0.0012142,0.069768,1.0348,0.019804,0.00078033,0,0,7.3066,7,197.88
35,0,0.0082723,1.2806,0.0089779,0.9956,0.0080457,0.0017895,0.10185,0.067973,0.13574,0.18576,0.1159,0.61359,0.047635,0.073072,0,0,6.9612,7,54.577
36,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,174.31
37,0,0.00024923,1.4232,0.016391,0.0011679,0.041177,5.85E-06,0.036845,0.68973,0.018869,0.001967,0.70249,0.55736,0.0070424,54.884,0,0,0.52808,7,194.26
38,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,30.421
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,198.12
40,0,58.182,18.037,0.091891,8.4521,99.697,0.12578,1.281,57.912,12.076,0.0072927,11.748,0.61401,0.43318,99.982,0,0,21.299,7,60.635
41,0,0.0084091,0.20874,0.10619,0.051421,0.00039355,0.0012209,0.0085436,0.031383,0.017811,0.0019573,0.031076,0.051722,0.045044,0.027851,0,0,0.25654,7,49.213
42,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,182.84
43,0,1.1565,0.82865,1.1547,0.038684,0.12632,2.68E-05,0.24282,98.223,0.22727,0.00233,12.399,0.26024,0.0038187,98.037,0,0,7.5523,7,136.85
44,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,128.33
45,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,162.43
46,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,198.21
47,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,196.72
48,0,0.0042133,92.313,0.122,6.3426,99.994,1.33E-05,0.68906,38.356,0.059404,0.0031215,79.661,90.403,0.0038049,1.1623,0,0,0.20846,7,198.63
49,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,194.68
50,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,75.184
51,0,5.07E-05,3.2968,0.010387,0.038115,0.18037,0.00016265,0.091923,1.9162,0.039044,0.37112,0.14961,0.060162,0.01814,18.311,0,0,26.555,7,27.824
52,0,2.67E-05,2.5873,0.022712,0.022703,0.020419,8.79E-06,0.24682,1.5975,0.010092,0.0024133,0.5944,0.21489,0.089286,29.101,0,0,6.2873,7,0
53,0,0.00086501,3.1798,1.5798,0.0078702,7.352,1.65E-05,20.288,3.6511,0.016343,0.095556,0.1307,5.8812,0.0057848,57.856,0,0,19.213,7,14.864
54,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,62.434
55,0,0.013916,0.29596,0.015159,0.027229,0.083632,1.11E-05,0.058444,0.024228,0.10909,0.0004801,0.12697,0.28323,0.0074571,0.0039083,0,0,0.25418,7,190.9
56,0,0.15051,5.3183,10.312,0.0082793,0.44067,6.62E-05,1.9165,10.959,0.070693,0.19009,8.116,0.21177,0.0187,60.041,0,0,22.979,7,199.4
57,0,0.00026716,1.8529,0.13636,0.0063133,33.475,0.00088622,0.12956,3.3479,0.19341,0.0019188,0.21366,1.0489,0.0024597,40.31,0,0,0.48389,7,17.581
58,0,5.23E-05,7.4979,0.0073571,0.0014575,0.5529,7.66E-07,0.041098,0.43143,0.038482,0.013035,0.012325,0.016866,0.091736,72.597,0,0,0.6926,7,195.95
59,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,34.139
60,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,70.393
61,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,194.1
62,0,7.68E-07,2.1749,0.11438,0.043241,0.00103,3.35E-05,0.0026325,0.042337,0.0027867,0.00022401,0.003984,0.0020257,0.00030578,0.71903,0,0,0.0087896,7,167.69
63,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,25.257
64,0,6.6046,6.1573,0.55749,0.78728,15.71,0.011775,0.8754,9.1004,1.1337,0.028668,3.9365,3.1438,0.073741,27.01,0,0,5.9337,7,122.05
1,0,7.72E-05,26.034,0.61056,0.1729,7.5787,99.843,0.54397,19.74,0.068636,0.00036387,0.047431,0.29847,0.0012424,26.72,0,0,0.014482,8,33.4
2,0,0.069004,3.3535,23.271,0.03008,100,97.574,2.2012,4.148,0.79702,0.0067301,8.8014,0.38764,0.53313,14.798,0,0,0.021893,8,126.19
3,0,0.00072743,0.64263,1.4751,0.0026292,99.999,0.00039296,0.0028301,1.1377,0.26939,0.0047864,0.054443,0.15536,0.0005185,0.81471,0,0,0.01861,8,109.32
4,0,0.0036099,0.93626,0.060982,0.26986,100,0.077739,0.11318,0.95608,0.13779,0.001491,37.954,0.20249,2.6129,3.531,0,0,0.07007,8,119.26
5,0,5.1694,48.962,2.8386,2.7368,100,0.14044,6.6413,2.7646,1.0108,0.13988,1.6637,2.9597,11.631,57.116,0,0,0.51848,8,118.8
6,0,0.0071039,5.778,0.1469,0.0018577,99.995,6.4557,0.32948,0.047934,0.039092,0.0028191,0.044255,10.178,0.0015935,0.030041,0,0,0.048848,8,103.25
